user_id,touch_date,channel,campaign_id,session_id,utm_source
U1271,10-03-2025,Google Ads,G002,S75774,
U1271,11-03-2025,Google Ads,G002,S80463,Google Ads
U1272,29-01-2025,LinkedIn,L001,S81696,LinkedIn
U1272,30-01-2025,LinkedIn,L001,S71744,LinkedIn
U1273,07-01-2025,Facebook,F001,S10192,Facebook
U1273,08-01-2025,Google Ads,G002,S75048,Google Ads
U1273,09-01-2025,LinkedIn,L001,S50142,LinkedIn
U1273,10-01-2025,Google Ads,G001,S57897,Google Ads
U1274,16-01-2025,Google Ads,G002,S61831,Google Ads
U1274,17-01-2025,TikTok,T001,S43272,TikTok
U1274,18-01-2025,Facebook,F002,S35963,Facebook
U1274,19-01-2025,LinkedIn,L001,S10717,LinkedIn
U1274,20-01-2025,Google Ads,G001,S14994,Google Ads
U1275,22-02-2025,Facebook,F002,S33185,Facebook
U1275,23-02-2025,LinkedIn,L001,S51153,LinkedIn
U1275,24-02-2025,TikTok,T001,S61717,
U1275,25-02-2025,TikTok,T001,S48759,TikTok
U1276,20-03-2025,TikTok,T001,S86848,TikTok
U1276,21-03-2025,Google Ads,G002,S61756,Google Ads
U1276,22-03-2025,Facebook,F001,S55276,Facebook
U1276,23-03-2025,LinkedIn,L001,S36946,
U1276,24-03-2025,LinkedIn,L001,S83933,
U1277,09-02-2025,LinkedIn,L001,S32010,LinkedIn
U1277,10-02-2025,TikTok,T001,S18026,TikTok
U1277,11-02-2025,Facebook,F001,S52239,Facebook
U1277,12-02-2025,Google Ads,G001,S99211,
U1277,13-02-2025,Facebook,F001,S64319,Facebook
U1278,05-02-2025,TikTok,T001,S44660,TikTok
U1278,06-02-2025,TikTok,T001,S68847,TikTok
U1279,05-03-2025,TikTok,T001,S96598,TikTok
U1279,06-03-2025,TikTok,T001,S44693,TikTok
U1279,07-03-2025,Google Ads,G002,S86502,Google Ads
U1280,03-01-2025,Google Ads,G002,S76025,Google Ads
U1280,04-01-2025,Google Ads,G001,S66233,Google Ads
U1280,05-01-2025,TikTok,T001,S49178,TikTok
U1280,06-01-2025,Facebook,F002,S72522,Facebook
U1281,09-02-2025,Google Ads,G001,S86509,Google Ads
U1281,10-02-2025,TikTok,T001,S31839,TikTok
U1282,02-01-2025,Facebook,F002,S14886,Facebook
U1282,03-01-2025,Facebook,F002,S26767,Facebook
U1283,07-02-2025,Google Ads,G001,S22226,Google Ads
U1283,08-02-2025,Facebook,F001,S57788,Facebook
U1283,09-02-2025,TikTok,T001,S75133,TikTok
U1284,27-01-2025,TikTok,T001,S62198,TikTok
U1284,28-01-2025,Google Ads,G001,S34031,Google Ads
U1285,11-03-2025,TikTok,T001,S30324,TikTok
U1285,12-03-2025,TikTok,T001,S25899,TikTok
U1285,13-03-2025,TikTok,T001,S76629,
U1285,14-03-2025,Google Ads,G001,S81246,Google Ads
U1286,01-03-2025,TikTok,T001,S95679,TikTok
U1286,02-03-2025,Facebook,F001,S54535,Facebook
U1287,29-01-2025,LinkedIn,L001,S38901,LinkedIn
U1287,30-01-2025,Facebook,F002,S60357,Facebook
U1287,31-01-2025,Google Ads,G002,S85403,Google Ads
U1287,01-02-2025,LinkedIn,L001,S84842,LinkedIn
U1287,02-02-2025,TikTok,T001,S60626,TikTok
U1288,04-02-2025,LinkedIn,L001,S94748,
U1288,05-02-2025,Google Ads,G001,S71114,
U1289,23-02-2025,LinkedIn,L001,S72767,
U1289,24-02-2025,Google Ads,G001,S53469,
U1290,18-02-2025,TikTok,T001,S75206,TikTok
U1290,19-02-2025,LinkedIn,L001,S33993,LinkedIn
U1290,20-02-2025,LinkedIn,L001,S96724,LinkedIn
U1290,21-02-2025,Google Ads,G001,S86312,Google Ads
U1290,22-02-2025,TikTok,T001,S80014,TikTok
U1291,12-02-2025,Facebook,F002,S66984,Facebook
U1291,13-02-2025,TikTok,T001,S21094,TikTok
U1291,14-02-2025,TikTok,T001,S82374,TikTok
U1291,15-02-2025,TikTok,T001,S80532,TikTok
U1292,21-01-2025,TikTok,T001,S15232,TikTok
U1292,22-01-2025,Facebook,F002,S35613,Facebook
U1292,23-01-2025,LinkedIn,L001,S40908,LinkedIn
U1292,24-01-2025,Facebook,F001,S73185,Facebook
U1293,16-03-2025,Google Ads,G002,S10570,Google Ads
U1293,17-03-2025,LinkedIn,L001,S39877,LinkedIn
U1293,18-03-2025,Facebook,F002,S74575,Facebook
U1293,19-03-2025,LinkedIn,L001,S28062,LinkedIn
U1293,20-03-2025,TikTok,T001,S19941,TikTok
U1294,16-02-2025,Google Ads,G001,S54435,Google Ads
U1294,17-02-2025,Facebook,F002,S82762,
U1294,18-02-2025,LinkedIn,L001,S44087,LinkedIn
U1295,20-01-2025,Facebook,F002,S13255,Facebook
U1295,21-01-2025,Facebook,F002,S35380,Facebook
U1295,22-01-2025,Google Ads,G002,S33989,Google Ads
U1296,16-03-2025,TikTok,T001,S86949,TikTok
U1296,17-03-2025,TikTok,T001,S99049,
U1296,18-03-2025,Facebook,F001,S49350,Facebook
U1297,15-02-2025,Facebook,F001,S99132,Facebook
U1297,16-02-2025,LinkedIn,L001,S69546,LinkedIn
U1297,17-02-2025,Google Ads,G001,S39768,Google Ads
U1297,18-02-2025,LinkedIn,L001,S52788,LinkedIn
U1297,19-02-2025,Facebook,F001,S25160,Facebook
U1298,20-03-2025,LinkedIn,L001,S41085,LinkedIn
U1298,21-03-2025,TikTok,T001,S15750,TikTok
U1298,22-03-2025,TikTok,T001,S45903,TikTok
U1298,23-03-2025,Facebook,F002,S44314,Facebook
U1298,24-03-2025,Facebook,F002,S35338,Facebook
U1299,19-02-2025,Facebook,F002,S55619,Facebook
U1299,20-02-2025,LinkedIn,L001,S67124,LinkedIn
U1299,21-02-2025,Facebook,F001,S64567,Facebook
U1299,22-02-2025,TikTok,T001,S71799,TikTok
U1299,23-02-2025,LinkedIn,L001,S35479,LinkedIn
U1300,25-02-2025,TikTok,T001,S25408,TikTok
U1300,26-02-2025,TikTok,T001,S26351,TikTok
U1301,26-01-2025,Facebook,F002,S22453,Facebook
U1301,27-01-2025,LinkedIn,L001,S25735,LinkedIn
U1301,28-01-2025,LinkedIn,L001,S99462,LinkedIn
U1301,29-01-2025,LinkedIn,L001,S20335,LinkedIn
U1301,30-01-2025,Facebook,F001,S44057,Facebook
U1302,24-01-2025,LinkedIn,L001,S89675,
U1302,25-01-2025,Facebook,F001,S95238,Facebook
U1302,26-01-2025,LinkedIn,L001,S40134,LinkedIn
U1302,27-01-2025,Facebook,F001,S80744,Facebook
U1302,28-01-2025,TikTok,T001,S64219,TikTok
U1303,17-01-2025,LinkedIn,L001,S48862,LinkedIn
U1303,18-01-2025,LinkedIn,L001,S53856,LinkedIn
U1303,19-01-2025,TikTok,T001,S41379,TikTok
U1303,20-01-2025,Facebook,F001,S59996,Facebook
U1303,21-01-2025,TikTok,T001,S46683,TikTok
U1304,07-02-2025,LinkedIn,L001,S41480,LinkedIn
U1304,08-02-2025,LinkedIn,L001,S21151,LinkedIn
U1304,09-02-2025,LinkedIn,L001,S42954,LinkedIn
U1304,10-02-2025,Google Ads,G002,S44700,Google Ads
U1304,11-02-2025,Google Ads,G001,S81045,Google Ads
U1305,18-03-2025,Google Ads,G002,S11630,Google Ads
U1305,19-03-2025,Facebook,F002,S56151,Facebook
U1305,20-03-2025,Google Ads,G001,S90357,Google Ads
U1305,21-03-2025,LinkedIn,L001,S91972,LinkedIn
U1306,08-03-2025,TikTok,T001,S16901,TikTok
U1306,09-03-2025,Facebook,F002,S73909,Facebook
U1306,10-03-2025,TikTok,T001,S73293,TikTok
U1307,06-01-2025,Facebook,F002,S96402,Facebook
U1307,07-01-2025,TikTok,T001,S19018,TikTok
U1308,10-03-2025,Facebook,F002,S73400,Facebook
U1308,11-03-2025,LinkedIn,L001,S86537,LinkedIn
U1308,12-03-2025,TikTok,T001,S21669,TikTok
U1308,13-03-2025,TikTok,T001,S20878,
U1309,18-02-2025,TikTok,T001,S10336,TikTok
U1309,19-02-2025,Facebook,F002,S61148,Facebook
U1309,20-02-2025,Google Ads,G002,S81386,Google Ads
U1310,23-01-2025,Facebook,F002,S87273,Facebook
U1310,24-01-2025,LinkedIn,L001,S81128,LinkedIn
U1311,16-01-2025,LinkedIn,L001,S66830,LinkedIn
U1311,17-01-2025,Google Ads,G002,S49519,Google Ads
U1312,13-01-2025,LinkedIn,L001,S57764,
U1312,14-01-2025,TikTok,T001,S82307,TikTok
U1312,15-01-2025,LinkedIn,L001,S88388,LinkedIn
U1313,21-02-2025,Facebook,F001,S45464,Facebook
U1313,22-02-2025,Facebook,F001,S45554,Facebook
U1313,23-02-2025,LinkedIn,L001,S46639,LinkedIn
U1313,24-02-2025,LinkedIn,L001,S29692,LinkedIn
U1314,26-02-2025,TikTok,T001,S25549,TikTok
U1314,27-02-2025,TikTok,T001,S62265,TikTok
U1314,28-02-2025,Facebook,F001,S32800,Facebook
U1315,01-02-2025,Facebook,F001,S67767,Facebook
U1315,02-02-2025,LinkedIn,L001,S55397,LinkedIn
U1316,06-02-2025,Google Ads,G002,S35832,Google Ads
U1316,07-02-2025,Google Ads,G001,S33383,Google Ads
U1316,08-02-2025,Google Ads,G001,S44642,Google Ads
U1317,28-01-2025,LinkedIn,L001,S21410,LinkedIn
U1317,29-01-2025,TikTok,T001,S85301,TikTok
U1317,30-01-2025,LinkedIn,L001,S66563,LinkedIn
U1317,31-01-2025,TikTok,T001,S87475,TikTok
U1318,13-01-2025,TikTok,T001,S45944,TikTok
U1318,14-01-2025,TikTok,T001,S81762,TikTok
U1318,15-01-2025,Facebook,F002,S99959,Facebook
U1319,28-01-2025,Google Ads,G002,S42551,Google Ads
U1319,29-01-2025,Google Ads,G001,S14567,Google Ads
U1319,30-01-2025,TikTok,T001,S30389,TikTok
U1319,31-01-2025,TikTok,T001,S53919,TikTok
U1319,01-02-2025,TikTok,T001,S98535,TikTok
U1320,14-01-2025,Google Ads,G001,S15698,Google Ads
U1320,15-01-2025,Facebook,F002,S86777,Facebook
U1320,16-01-2025,Google Ads,G002,S54041,Google Ads
U1320,17-01-2025,LinkedIn,L001,S97234,LinkedIn
U1321,27-01-2025,TikTok,T001,S93106,TikTok
U1321,28-01-2025,TikTok,T001,S42299,TikTok
U1321,29-01-2025,Facebook,F001,S28782,Facebook
U1322,12-01-2025,LinkedIn,L001,S77766,LinkedIn
U1322,13-01-2025,TikTok,T001,S36177,TikTok
U1322,14-01-2025,Facebook,F001,S39523,Facebook
U1323,03-03-2025,Google Ads,G001,S50953,Google Ads
U1323,04-03-2025,Facebook,F002,S35901,Facebook
U1324,21-01-2025,TikTok,T001,S26260,TikTok
U1324,22-01-2025,Facebook,F001,S66683,
U1325,09-03-2025,LinkedIn,L001,S23026,LinkedIn
U1325,10-03-2025,Facebook,F002,S52946,Facebook
U1325,11-03-2025,TikTok,T001,S63592,TikTok
U1325,12-03-2025,TikTok,T001,S65798,
U1326,02-03-2025,TikTok,T001,S70652,TikTok
U1326,03-03-2025,Google Ads,G001,S30922,Google Ads
U1326,04-03-2025,Google Ads,G002,S26968,Google Ads
U1326,05-03-2025,LinkedIn,L001,S34000,LinkedIn
U1327,01-03-2025,LinkedIn,L001,S28395,LinkedIn
U1327,02-03-2025,TikTok,T001,S44393,TikTok
U1327,03-03-2025,Google Ads,G001,S39631,Google Ads
U1327,04-03-2025,Google Ads,G001,S79497,Google Ads
U1327,05-03-2025,Facebook,F001,S41417,
U1328,25-02-2025,LinkedIn,L001,S49454,LinkedIn
U1328,26-02-2025,TikTok,T001,S64710,
U1329,09-02-2025,Google Ads,G001,S39432,Google Ads
U1329,10-02-2025,LinkedIn,L001,S44217,LinkedIn
U1329,11-02-2025,Google Ads,G001,S53618,Google Ads
U1330,21-03-2025,TikTok,T001,S69993,TikTok
U1330,22-03-2025,Google Ads,G001,S76125,Google Ads
U1331,06-01-2025,LinkedIn,L001,S52222,LinkedIn
U1331,07-01-2025,TikTok,T001,S75333,TikTok
U1332,27-01-2025,Google Ads,G001,S19275,Google Ads
U1332,28-01-2025,Facebook,F001,S75942,Facebook
U1333,03-02-2025,Facebook,F001,S21795,Facebook
U1333,04-02-2025,Facebook,F002,S39425,Facebook
U1334,04-01-2025,Google Ads,G001,S70294,Google Ads
U1334,05-01-2025,TikTok,T001,S17566,TikTok
U1334,06-01-2025,LinkedIn,L001,S25086,LinkedIn
U1335,04-02-2025,Google Ads,G001,S28019,Google Ads
U1335,05-02-2025,LinkedIn,L001,S20283,LinkedIn
U1335,06-02-2025,TikTok,T001,S32908,TikTok
U1335,07-02-2025,Google Ads,G001,S47952,Google Ads
U1335,08-02-2025,LinkedIn,L001,S71381,LinkedIn
U1336,14-01-2025,Google Ads,G002,S57101,Google Ads
U1336,15-01-2025,TikTok,T001,S56799,TikTok
U1336,16-01-2025,TikTok,T001,S23699,TikTok
U1337,28-01-2025,TikTok,T001,S23598,TikTok
U1337,29-01-2025,LinkedIn,L001,S80423,LinkedIn
U1338,12-02-2025,LinkedIn,L001,S85308,LinkedIn
U1338,13-02-2025,Facebook,F002,S68219,
U1338,14-02-2025,LinkedIn,L001,S63218,LinkedIn
U1338,15-02-2025,Facebook,F002,S48084,Facebook
U1339,08-02-2025,TikTok,T001,S50317,TikTok
U1339,09-02-2025,Google Ads,G001,S67221,Google Ads
U1340,04-01-2025,Google Ads,G001,S29601,Google Ads
U1340,05-01-2025,LinkedIn,L001,S14552,LinkedIn
U1340,06-01-2025,Google Ads,G002,S78207,Google Ads
U1340,07-01-2025,TikTok,T001,S13722,
U1340,08-01-2025,LinkedIn,L001,S89235,LinkedIn
U1341,09-03-2025,Google Ads,G001,S69807,Google Ads
U1341,10-03-2025,Facebook,F002,S50469,Facebook
U1341,11-03-2025,Google Ads,G002,S94726,Google Ads
U1341,12-03-2025,LinkedIn,L001,S41721,LinkedIn
U1342,09-01-2025,TikTok,T001,S72993,TikTok
U1342,10-01-2025,Google Ads,G001,S11814,Google Ads
U1342,11-01-2025,Facebook,F001,S88916,Facebook
U1342,12-01-2025,LinkedIn,L001,S56806,LinkedIn
U1343,25-01-2025,TikTok,T001,S99335,TikTok
U1343,26-01-2025,TikTok,T001,S11609,TikTok
U1343,27-01-2025,Facebook,F002,S40009,Facebook
U1344,10-02-2025,Google Ads,G002,S85874,Google Ads
U1344,11-02-2025,LinkedIn,L001,S82084,
U1344,12-02-2025,Facebook,F001,S95712,Facebook
U1345,05-03-2025,Facebook,F002,S35553,
U1345,06-03-2025,Facebook,F001,S34816,
U1345,07-03-2025,LinkedIn,L001,S83914,LinkedIn
U1345,08-03-2025,Facebook,F002,S89211,
U1345,09-03-2025,LinkedIn,L001,S32831,LinkedIn
U1346,17-03-2025,TikTok,T001,S74486,TikTok
U1346,18-03-2025,Facebook,F002,S14686,
U1346,19-03-2025,LinkedIn,L001,S41422,LinkedIn
U1347,15-02-2025,LinkedIn,L001,S28443,
U1347,16-02-2025,Google Ads,G002,S56142,Google Ads
U1347,17-02-2025,Google Ads,G001,S70372,Google Ads
U1347,18-02-2025,TikTok,T001,S62003,TikTok
U1348,16-02-2025,TikTok,T001,S32927,TikTok
U1348,17-02-2025,Facebook,F002,S62347,Facebook
U1348,18-02-2025,Google Ads,G001,S79518,Google Ads
U1348,19-02-2025,TikTok,T001,S99874,TikTok
U1348,20-02-2025,Google Ads,G002,S32692,Google Ads
U1349,24-02-2025,TikTok,T001,S90152,TikTok
U1349,25-02-2025,Facebook,F001,S45733,Facebook
U1349,26-02-2025,TikTok,T001,S49876,TikTok
U1349,27-02-2025,Facebook,F002,S44578,Facebook
U1350,03-02-2025,Google Ads,G001,S16364,Google Ads
U1350,04-02-2025,TikTok,T001,S76467,TikTok
U1350,05-02-2025,Google Ads,G001,S23861,Google Ads
U1350,06-02-2025,Facebook,F002,S73928,Facebook
U1351,09-01-2025,TikTok,T001,S93793,TikTok
U1351,10-01-2025,Google Ads,G002,S13748,Google Ads
U1351,11-01-2025,Facebook,F002,S54331,
U1351,12-01-2025,Facebook,F001,S63865,Facebook
U1351,13-01-2025,LinkedIn,L001,S76706,LinkedIn
U1352,31-01-2025,TikTok,T001,S20068,TikTok
U1352,01-02-2025,Google Ads,G001,S10287,Google Ads
U1352,02-02-2025,Facebook,F001,S48751,Facebook
U1353,16-01-2025,Facebook,F001,S13178,Facebook
U1353,17-01-2025,TikTok,T001,S43654,TikTok
U1353,18-01-2025,Google Ads,G002,S54910,Google Ads
U1353,19-01-2025,Facebook,F002,S99312,
U1353,20-01-2025,LinkedIn,L001,S10320,LinkedIn
U1354,22-02-2025,Facebook,F001,S58899,Facebook
U1354,23-02-2025,TikTok,T001,S95962,
U1354,24-02-2025,TikTok,T001,S83034,TikTok
U1354,25-02-2025,Google Ads,G001,S12537,Google Ads
U1355,23-02-2025,Facebook,F001,S58443,Facebook
U1355,24-02-2025,Facebook,F002,S72559,Facebook
U1355,25-02-2025,Google Ads,G002,S43783,Google Ads
U1355,26-02-2025,Google Ads,G002,S39092,Google Ads
U1356,21-03-2025,Google Ads,G002,S69754,Google Ads
U1356,22-03-2025,LinkedIn,L001,S53169,LinkedIn
U1356,23-03-2025,TikTok,T001,S15543,TikTok
U1357,17-03-2025,Facebook,F001,S79345,Facebook
U1357,18-03-2025,TikTok,T001,S96593,
U1358,20-02-2025,TikTok,T001,S73477,TikTok
U1358,21-02-2025,LinkedIn,L001,S72008,LinkedIn
U1359,07-03-2025,Google Ads,G001,S41899,Google Ads
U1359,08-03-2025,TikTok,T001,S26663,TikTok
U1359,09-03-2025,Google Ads,G002,S40564,Google Ads
U1360,14-01-2025,Facebook,F002,S16135,Facebook
U1360,15-01-2025,Facebook,F002,S17189,Facebook
U1360,16-01-2025,Facebook,F001,S63687,Facebook
U1361,02-02-2025,Google Ads,G002,S90165,Google Ads
U1361,03-02-2025,LinkedIn,L001,S83580,LinkedIn
U1362,16-01-2025,LinkedIn,L001,S86436,LinkedIn
U1362,17-01-2025,TikTok,T001,S71158,TikTok
U1362,18-01-2025,LinkedIn,L001,S68255,
U1362,19-01-2025,Google Ads,G001,S94284,Google Ads
U1363,15-02-2025,TikTok,T001,S35256,TikTok
U1363,16-02-2025,Facebook,F001,S53116,Facebook
U1363,17-02-2025,LinkedIn,L001,S66063,LinkedIn
U1363,18-02-2025,LinkedIn,L001,S10864,LinkedIn
U1364,31-01-2025,LinkedIn,L001,S91845,LinkedIn
U1364,01-02-2025,Facebook,F001,S98314,Facebook
U1365,04-02-2025,Google Ads,G001,S19726,Google Ads
U1365,05-02-2025,Google Ads,G001,S89788,Google Ads
U1365,06-02-2025,Google Ads,G002,S40791,Google Ads
U1365,07-02-2025,LinkedIn,L001,S74427,LinkedIn
U1365,08-02-2025,LinkedIn,L001,S57014,LinkedIn
U1366,23-02-2025,TikTok,T001,S24389,TikTok
U1366,24-02-2025,Facebook,F002,S60733,Facebook
U1366,25-02-2025,LinkedIn,L001,S36681,LinkedIn
U1366,26-02-2025,Google Ads,G001,S17493,Google Ads
U1367,29-01-2025,TikTok,T001,S57234,TikTok
U1367,30-01-2025,TikTok,T001,S15594,TikTok
U1367,31-01-2025,TikTok,T001,S93564,TikTok
U1367,01-02-2025,TikTok,T001,S26626,TikTok
U1367,02-02-2025,Facebook,F001,S16828,Facebook
U1368,13-01-2025,Google Ads,G002,S27883,Google Ads
U1368,14-01-2025,TikTok,T001,S71269,TikTok
U1368,15-01-2025,LinkedIn,L001,S12035,LinkedIn
U1368,16-01-2025,TikTok,T001,S62975,TikTok
U1369,26-01-2025,LinkedIn,L001,S23331,LinkedIn
U1369,27-01-2025,TikTok,T001,S73014,
U1369,28-01-2025,LinkedIn,L001,S22254,LinkedIn
U1369,29-01-2025,LinkedIn,L001,S86441,LinkedIn
U1370,27-01-2025,LinkedIn,L001,S52431,
U1370,28-01-2025,Facebook,F002,S93163,Facebook
U1370,29-01-2025,Google Ads,G001,S11466,Google Ads
U1371,16-02-2025,TikTok,T001,S98422,
U1371,17-02-2025,Google Ads,G002,S83369,Google Ads
U1371,18-02-2025,Facebook,F002,S87362,Facebook
U1371,19-02-2025,Google Ads,G001,S43367,
U1371,20-02-2025,TikTok,T001,S84328,
U1372,23-02-2025,Google Ads,G002,S19290,Google Ads
U1372,24-02-2025,TikTok,T001,S89481,TikTok
U1373,23-02-2025,Google Ads,G001,S95489,Google Ads
U1373,24-02-2025,TikTok,T001,S67656,TikTok
U1373,25-02-2025,Facebook,F001,S56546,
U1373,26-02-2025,Google Ads,G002,S46386,Google Ads
U1374,17-01-2025,LinkedIn,L001,S45315,LinkedIn
U1374,18-01-2025,Google Ads,G001,S24327,Google Ads
U1374,19-01-2025,Google Ads,G001,S25540,
U1375,07-02-2025,TikTok,T001,S66809,TikTok
U1375,08-02-2025,LinkedIn,L001,S38369,LinkedIn
U1375,09-02-2025,Google Ads,G001,S93384,Google Ads
U1375,10-02-2025,LinkedIn,L001,S21569,LinkedIn
U1375,11-02-2025,Facebook,F001,S15867,Facebook
U1376,01-03-2025,Facebook,F002,S84229,Facebook
U1376,02-03-2025,Facebook,F002,S73965,Facebook
U1377,14-03-2025,Google Ads,G001,S92839,Google Ads
U1377,15-03-2025,LinkedIn,L001,S18947,LinkedIn
U1377,16-03-2025,LinkedIn,L001,S71816,LinkedIn
U1378,28-01-2025,TikTok,T001,S21618,TikTok
U1378,29-01-2025,LinkedIn,L001,S40979,LinkedIn
U1378,30-01-2025,Google Ads,G001,S15037,Google Ads
U1379,17-02-2025,LinkedIn,L001,S83373,LinkedIn
U1379,18-02-2025,Facebook,F001,S81947,Facebook
U1379,19-02-2025,Facebook,F002,S10692,Facebook
U1380,12-03-2025,Google Ads,G001,S85609,Google Ads
U1380,13-03-2025,LinkedIn,L001,S16533,LinkedIn
U1380,14-03-2025,Facebook,F002,S34594,
U1380,15-03-2025,Google Ads,G002,S50696,Google Ads
U1381,02-02-2025,Facebook,F001,S60013,Facebook
U1381,03-02-2025,LinkedIn,L001,S27653,LinkedIn
U1381,04-02-2025,Google Ads,G002,S11184,Google Ads
U1382,03-03-2025,Google Ads,G001,S15606,Google Ads
U1382,04-03-2025,Google Ads,G002,S28690,
U1382,05-03-2025,LinkedIn,L001,S36347,LinkedIn
U1382,06-03-2025,Facebook,F001,S73851,Facebook
U1383,11-01-2025,TikTok,T001,S37843,TikTok
U1383,12-01-2025,Google Ads,G002,S27857,Google Ads
U1383,13-01-2025,TikTok,T001,S62248,TikTok
U1383,14-01-2025,LinkedIn,L001,S85318,LinkedIn
U1384,16-01-2025,LinkedIn,L001,S85163,LinkedIn
U1384,17-01-2025,TikTok,T001,S52614,TikTok
U1384,18-01-2025,Google Ads,G001,S82095,
U1384,19-01-2025,Google Ads,G001,S45892,Google Ads
U1385,28-02-2025,Facebook,F001,S10924,Facebook
U1385,01-03-2025,LinkedIn,L001,S56418,LinkedIn
U1385,02-03-2025,Facebook,F002,S83762,Facebook
U1385,03-03-2025,Facebook,F002,S92508,Facebook
U1385,04-03-2025,Google Ads,G001,S98583,Google Ads
U1386,16-02-2025,TikTok,T001,S92476,
U1386,17-02-2025,TikTok,T001,S48220,TikTok
U1386,18-02-2025,LinkedIn,L001,S63051,LinkedIn
U1386,19-02-2025,Facebook,F001,S16470,Facebook
U1387,12-03-2025,Facebook,F002,S54439,Facebook
U1387,13-03-2025,Google Ads,G001,S45081,Google Ads
U1387,14-03-2025,LinkedIn,L001,S62151,LinkedIn
U1387,15-03-2025,Google Ads,G001,S36299,Google Ads
U1388,19-03-2025,Google Ads,G002,S24506,Google Ads
U1388,20-03-2025,Facebook,F001,S37672,Facebook
U1388,21-03-2025,Facebook,F002,S69213,Facebook
U1389,18-01-2025,LinkedIn,L001,S28610,
U1389,19-01-2025,TikTok,T001,S96126,TikTok
U1389,20-01-2025,Google Ads,G002,S69872,Google Ads
U1389,21-01-2025,TikTok,T001,S31473,TikTok
U1389,22-01-2025,TikTok,T001,S89823,TikTok
U1390,17-02-2025,LinkedIn,L001,S78876,LinkedIn
U1390,18-02-2025,Google Ads,G001,S35425,
U1390,19-02-2025,LinkedIn,L001,S95961,LinkedIn
U1390,20-02-2025,LinkedIn,L001,S79806,LinkedIn
U1390,21-02-2025,LinkedIn,L001,S49884,LinkedIn
U1391,24-02-2025,LinkedIn,L001,S19190,LinkedIn
U1391,25-02-2025,Google Ads,G002,S90428,Google Ads
U1391,26-02-2025,TikTok,T001,S55760,TikTok
U1392,12-02-2025,LinkedIn,L001,S66759,LinkedIn
U1392,13-02-2025,Facebook,F001,S30918,Facebook
U1392,14-02-2025,TikTok,T001,S93232,TikTok
U1392,15-02-2025,LinkedIn,L001,S55747,LinkedIn
U1393,18-02-2025,Google Ads,G002,S81138,Google Ads
U1393,19-02-2025,TikTok,T001,S91533,TikTok
U1394,23-02-2025,Facebook,F002,S30923,Facebook
U1394,24-02-2025,Google Ads,G002,S52422,
U1394,25-02-2025,LinkedIn,L001,S12841,LinkedIn
U1394,26-02-2025,TikTok,T001,S20304,TikTok
U1395,23-01-2025,LinkedIn,L001,S41658,LinkedIn
U1395,24-01-2025,LinkedIn,L001,S32092,LinkedIn
U1395,25-01-2025,LinkedIn,L001,S95216,LinkedIn
U1396,26-02-2025,LinkedIn,L001,S31292,LinkedIn
U1396,27-02-2025,TikTok,T001,S72766,TikTok
U1397,20-02-2025,Facebook,F001,S94307,Facebook
U1397,21-02-2025,LinkedIn,L001,S39320,LinkedIn
U1397,22-02-2025,Google Ads,G001,S78116,Google Ads
U1397,23-02-2025,Facebook,F002,S89436,Facebook
U1397,24-02-2025,Google Ads,G001,S22021,Google Ads
U1398,17-01-2025,TikTok,T001,S40232,TikTok
U1398,18-01-2025,Facebook,F002,S61448,Facebook
U1399,07-02-2025,Facebook,F001,S12881,Facebook
U1399,08-02-2025,TikTok,T001,S11378,TikTok
U1400,24-01-2025,LinkedIn,L001,S69251,LinkedIn
U1400,25-01-2025,Google Ads,G002,S32499,Google Ads
U1401,14-02-2025,Google Ads,G002,S95473,Google Ads
U1401,15-02-2025,Google Ads,G002,S56994,Google Ads
U1402,25-01-2025,TikTok,T001,S37464,TikTok
U1402,26-01-2025,Google Ads,G002,S93791,Google Ads
U1402,27-01-2025,TikTok,T001,S91441,TikTok
U1402,28-01-2025,Google Ads,G001,S81289,Google Ads
U1403,17-02-2025,LinkedIn,L001,S76537,LinkedIn
U1403,18-02-2025,Facebook,F002,S96971,Facebook
U1403,19-02-2025,TikTok,T001,S40024,TikTok
U1404,15-01-2025,TikTok,T001,S56216,TikTok
U1404,16-01-2025,Facebook,F002,S83870,Facebook
U1404,17-01-2025,LinkedIn,L001,S72532,LinkedIn
U1404,18-01-2025,LinkedIn,L001,S48990,LinkedIn
U1405,02-01-2025,Google Ads,G001,S83324,
U1405,03-01-2025,Facebook,F001,S10066,Facebook
U1405,04-01-2025,TikTok,T001,S90639,TikTok
U1406,11-01-2025,LinkedIn,L001,S99385,LinkedIn
U1406,12-01-2025,Google Ads,G002,S26932,Google Ads
U1407,14-03-2025,TikTok,T001,S42567,TikTok
U1407,15-03-2025,TikTok,T001,S69199,TikTok
U1407,16-03-2025,LinkedIn,L001,S71084,LinkedIn
U1408,20-02-2025,Google Ads,G001,S10798,Google Ads
U1408,21-02-2025,Facebook,F002,S55264,Facebook
U1408,22-02-2025,Google Ads,G002,S86646,Google Ads
U1409,11-03-2025,LinkedIn,L001,S39265,LinkedIn
U1409,12-03-2025,LinkedIn,L001,S35791,LinkedIn
U1409,13-03-2025,Google Ads,G001,S49867,Google Ads
U1409,14-03-2025,LinkedIn,L001,S29773,LinkedIn
U1409,15-03-2025,TikTok,T001,S78968,TikTok
U1410,15-01-2025,Google Ads,G002,S24605,Google Ads
U1410,16-01-2025,Google Ads,G001,S41186,Google Ads
